,job_title,min_salary,max_salary,city,state,company_name,company_industry,company_rating,bachelors,masters,phd
1447,CIB QR Quantitative Research Wholesale Credit Capital Modeling Quantitative Modeler Asso,76276,138406,Plano,TX,JP Morgan Chase &amp;amp; Co,Fi0nce,3.9,0,1,0
1448,Big Data Engineer,0,0,Irving,TX,Mitchell Martin,Business Services,4.1,1,1,0
1449,Engineering Scientist Associate,44998,76984,Austin,TX,University of Texas at Austin,Education,4.3,1,1,1
1450,Sr. Data Engineer,48204,91026,Houston,TX,Irvine Technology Corporation,Business Services,4,0,1,0
1451,Certifying Scientist - Infectious Disease,41361,65995,Denton,TX,HealthTrackRx,Health Care,3.2,0,1,0
1452,Big Data Engineer,0,0,Irving,TX,"TSR Consulting Services, Inc.",0,0,1,1,0
1453,(Senior) Human Scientist,78964,109881,Dallas,TX,Boston Consulting Group,Business Services,4.3,1,1,0
1454,Data & A0lytics Consultant (DAL),46572,71444,Dallas,TX,SEI,Business Services,3.9,1,1,0
1455,Revenue Data A0lyst,33414,58921,Dallas,TX,Behavioral Health Group,Health Care,3,1,0,0
1456,Scientist Molecular Biology,60267,125423,Austin,TX,Indotronix Inter0tio0l Corporation,Information Technology,3.9,1,0,0
1457,"Senior Data A0lyst, Ad Platforms",62994,123103,Austin,TX,Apple,Information Technology,4.1,0,0,0
1458,Product Development Scientist,32570,60666,Plano,TX,Hunter Inter0tio0l,0,4.9,0,0,0
1459,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIG0L PROCESSING,94022,144164,San Antonio,TX,Southwest Research Institute,Business Services,3.9,1,1,0
1460,Big Data Engineer (Kafka),60924,91092,Irving,TX,Frontend Arts,Information Technology,4.5,1,1,0
1461,Business Intelligence A0lyst,0,0,Irving,TX,Federal Home Loan Bank of Dallas,Fi0nce,3.1,0,1,0
1462,Engineer / Scientist 3 (REMOTE),48363,102498,Houston,TX,Imagine One,Aerospace & Defense,4.5,1,1,0
1463,Computer Scientist,0,0,Randolph A F B,TX,Air Education and Training Command,0,0,1,1,0
1464,Group Leader/Research Scientist PhD,0,0,Houston,TX,Avance Biosciences Inc,0,3.4,0,1,1
1465,Associate Director - A0lytics Consulting (TX),0,0,San Antonio,TX,Tiger A0lytics,Business Services,4.6,0,1,0
1466,Research Scientist - Sig0ture Integration,78388,101479,Fort Worth,TX,Lockheed Martin,Aerospace & Defense,3.8,0,0,0
1467,Assistant Scientist- AD,40368,91790,College Station,TX,FUJIFILM Diosynth Biotechnologies,Biotech & Pharmaceuticals,3.5,1,0,0
1468,"Sr Data Engineer (Python, AWS)",51927,98989,San Antonio,TX,United Software Group,Information Technology,3.6,1,1,0
1469,Medical Lab Scientist (MLS) - Evenings,51880,53385,Kyle,TX,Ascension Seton,Health Care,3.2,0,1,0
1470,Data Engineer (Contract),0,0,Houston,TX,Tundra,Business Services,3.6,1,0,0
1471,Senior Big Data Engineer,0,0,Dallas,TX,KRG Technologies,Information Technology,4.5,1,1,0
1472,Senior Data Engineer,96224,173073,Plano,TX,"InfoVision, Inc.",Information Technology,3,0,0,0
1473,Claims Data A0lyst,54600,63492,Dallas,TX,GAINSCO,Insurance,3.9,1,1,0
1474,Marketing Data A0lyst,0,0,Austin,TX,Show Me Leads,0,0,0,0,0
1475,AMS Verification and Modeling Engineer,107880,160333,Austin,TX,Cirrus Logic,Manufacturing,4.2,0,1,0
1476,Chief Architect - Systems and Data Ma0gement Software,0,0,Austin,TX,0tio0l Instruments Corporation,Manufacturing,3.5,1,0,0
1477,Assessment Data A0lyst (Campus Testing Coordi0tor) Pool,19857,38127,Fort Worth,TX,Fort Worth Independent School District,Education,3.5,1,1,0
1478,Staff Big Data Engineer,85245,159395,Austin,TX,Infoblox Inc.,Information Technology,4.2,1,1,0
1479,"Medical Lab Scientist, Lab Services - Microbiology (Nights",42625,59250,Galveston,TX,The University of Texas Medical Branch,Health Care,3.6,1,0,0
1480,Advanced Python Data Engineer,0,0,Austin,TX,"Latitude, Inc.",Business Services,4.1,0,0,0
1481,Data Engineer,88402,102232,Houston,TX,Slalom LLC.,Business Services,4.2,0,0,0
1482,Medical Laboratory Scientist - Immuno Diagnostics,34572,48076,Houston,TX,Houston Methodist,Health Care,4,0,1,0
1483,RAPD Risk Platforms & Data - A0lyst,55284,98071,Dallas,TX,Goldman Sachs,Fi0nce,3.9,1,0,0
1484,System Test Engineering Scientist,82000,129000,Austin,TX,Applied Research Laboratories,Education,3.8,0,0,0
1485,Big Data Engineer,62560,93109,Irving,TX,Tachyon Technologies LLC,Information Technology,4.6,0,0,0
1486,Water Quality Scientist Senior,46295,101618,Austin,TX,City of Austin Texas,Government,3.8,1,1,0
1487,Sr Data Mapper /Data Modeler III,0,0,Allen,TX,APN Software Services Inc.,Information Technology,4.1,0,0,0
1488,"Software Engineer - System and DevOps, AMP Data Science & A0lytics",0,0,Not Provided,Texas,Apple,Information Technology,4.1,0,0,0
1489,"Software Engineer – Full Stack, AMP Data Science & A0lytics",0,0,Not Provided,Texas,Apple,Information Technology,4.1,0,0,0
1490,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - CYBER-PHYSICAL SYSTEMS,53243,89741,San Antonio,TX,Southwest Research Institute,Business Services,3.9,1,1,0
1491,Product Development Scientist,0,0,Arlington,TX,Vitamin T,Business Services,4.7,1,1,0
1492,"Population Science - Project Coordi0tor I, II and III - Data Science",51270,56468,Dallas,TX,UT Southwestern Medical Center,Health Care,3.7,0,0,0
1493,"Digital Transformation & Ma0gement, Data Architect",95424,120548,Dallas,TX,Grant Thornton,Accounting & Legal,3.6,1,1,0
1494,Public Health Data A0lyst,29500,51375,Lubbock,TX,City of Lubbock,Government,3.9,0,0,0
1495,RID Senior Scientist,0,0,Carrollton,TX,Insperity,Business Services,4.1,1,1,0
1496,Reporting Data Architect,82836,136678,Austin,TX,Apple,Information Technology,4.1,0,0,0
1497,HYDROLOGIST (QUALITY ASSURANCE SPECIALIST - HYDROLOGIC DATA MA0GEMENT),31074,70186,Austin,TX,US Geological Survey,Government,3.8,1,0,0
1498,Tech Consulting Manager - Big Data Engineer,98718,105090,Austin,TX,EY,Accounting & Legal,3.8,1,1,0
1499,Tech Consulting Senior - Big Data Engineer,85831,106392,Austin,TX,EY,Accounting & Legal,3.8,1,1,0
1500,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. RESEARCH ENGINEER - INDUSTRIAL ROBOTICS,97756,110105,San Antonio,TX,Southwest Research Institute Inc.,Business Services,3.9,1,1,1
1501,Data A0lytics Manager,103471,145207,Houston,TX,AIG,Insurance,3.2,1,1,0
1502,"Cloud Data Engineer, Google Professio0l Services",92015,125285,Addison,TX,Google,Information Technology,4.4,0,0,0
1503,Computatio0l Biologist II - McDermott Center for Human Growth and Development,70236,88291,Dallas,TX,UT Southwestern Medical Center,Health Care,3.7,0,0,0
1504,"Population Science Data A0lyst I, II and III - Data Science",66241,70821,Dallas,TX,UT Southwestern Medical Center,Health Care,3.7,0,0,0
1505,Reporting Data Operations Engineer,54915,94155,Austin,TX,Apple,Information Technology,4.1,0,0,0
1506,Research Scientist - Autophagy,33846,75708,Dallas,TX,UT Southwestern Medical Center,Health Care,3.7,0,0,0
1507,Senior Data Engineer,104759,110024,Plano,TX,Capital One,Fi0nce,3.8,1,1,0
1508,HSC Research Scientist Garrison Institute on Aging,34500,76235,Lubbock,TX,Texas Tech University Health Sciences Center,Education,3.8,1,1,1
1509,Big Data Engineer - Java/Scala,0,0,Dallas,TX,enwidth,0,0,0,1,0
1510,Lead/Principal Data Engineer,95571,116892,Dallas,TX,Boston Consulting Group,Business Services,4.3,1,1,0
1511,Junior Data A0lyst –,0,0,Italy,TX,Capgemini,Information Technology,3.8,1,1,0
1512,Application Vulnerability Gover0nce Data A0lyst,56359,86120,Irving,TX,Citi,Fi0nce,3.6,0,0,0
1513,"Product Owner, Data A0lyst",59486,100498,Westlake,TX,Charles Schwab,Fi0nce,3.6,0,0,0
1514,Senior Business/Data A0lyst-Irving-VP/C13 - R,78759,145179,Irving,TX,Citi,Fi0nce,3.6,0,0,0
1515,Lab A0lytical Scientist,60627,96220,Dallas,TX,Air Liquide,Manufacturing,3.6,0,1,1
1516,Computer Scientist,54732,97119,Houston,TX,Arcadis UK,"Construction, Repair & Mainte0nce",3.7,1,0,0
1517,Senior Data Engineer,0,0,Austin,TX,Infoblox,Information Technology,4.2,1,1,0
1518,Medical Laboratory Scientist - Full Time - Days,50363,54990,Houston,TX,Houston Methodist,Health Care,4,1,1,0
1519,Digital SW Eng Lead/Data Engineer,120615,123446,Irving,TX,TECHNOCRAFT Solutions,Business Services,3.6,1,1,0
1520,Medical Laboratory Scientist - Immuno Diagnostics - Evening Shift,34572,48076,Houston,TX,Houston Methodist,Health Care,4,0,1,0
1521,IT Engineer - Data Repository and Platform Delivery and Support,85093,101196,Houston,TX,Hewlett Packard Enterprise,Information Technology,3.8,1,1,0
1522,Application Vulnerability Gover0nce Data A0lyst,36956,50975,Irving,TX,Citibank,Fi0nce,3.7,1,0,0
1523,Sr Data A0lyst,0,0,Belton,TX,"Corporate Pharmacy Services, Inc.",0,0,0,0,0
1524,Senior Business/Data A0lyst-Irving-VP/C13 - R,116750,210331,Irving,TX,Citibank,Fi0nce,3.7,1,1,0
1525,Data Science Manager,122652,144576,Austin,TX,Sphere Software LLC,0,0,1,0,0
1526,Senior Data Engineer,0,0,Austin,TX,Intersys,0,0,1,1,0
1527,"Network Data A0lyst, NSW",46041,80014,Dallas,TX,Nokia,Telecommunications,4.1,0,0,0
1528,CIB QR- Quantitative Research - Wholesale Credit Capital Modeling - Quantitative Developer - Associate/Vice President,145273,251541,Plano,TX,JP Morgan Chase &amp;amp; Co,Fi0nce,3.9,0,1,1
1529,CIB QR - Quantitative Research - Wholesale Credit Capital Modeling - Quantitative Modeler - Associate/Vice President,147445,255673,Plano,TX,JP Morgan Chase &amp;amp; Co,Fi0nce,3.9,0,1,0
1530,Data A0lyst - Report Writer,35455,77407,Houston,TX,EAG Services,Business Services,4.6,1,0,0
1531,Quantitative A0lyst - Revenue Operations,86127,117974,Austin,TX,GetUpside,Information Technology,5,1,0,0
1532,SAS Data A0lyst III(With SOL & Tableau),58703,82296,Dallas,TX,PROLIM Global Corporation,Information Technology,3.5,0,1,0
1533,"Director and Facilitator, Data Science Community",91948,107391,Austin,TX,GasPedal,Business Services,3.5,0,1,0
1534,Data Science Director,158967,165808,Austin,TX,Sphere Software LLC,0,0,0,0,1
1535,(Senior) Data Engineer (m/w/d),0,0,Germany,TX,Mayato,Information Technology,2.9,0,1,0
1536,"Senior Data Engineer (Austin, Dallas, or Remote)",0,0,Austin,TX,ActivTrak,Information Technology,4.8,0,1,0
1537,Research Engineering/ Scientist Assistant,38761,79673,Austin,TX,University of Texas at Austin,Education,4.3,1,1,0
1538,Senior Data Engineer,0,0,San Antonio,TX,Bi0ry tech consulting corp,0,0,1,1,0
1539,Simulation Engineering Scientist,82000,129000,Austin,TX,Applied Research Laboratories,Education,3.8,0,0,0
1540,Senior Athletics Assistant (Data A0lysis),60739,69867,College Station,TX,Texas A&amp;amp;M University,Education,4.3,1,0,0
1541,Scientist (Pre-Clinical Development),72399,101914,Fort Worth,TX,Alcon,Biotech & Pharmaceuticals,3.5,1,0,0
1542,Research Scientist - IMM,52240,65938,Houston,TX,UTHealth Houston,Education,4,0,0,1
1543,Air Quality Scientist,51043,69831,Freeport,TX,AECOM,Business Services,3.3,1,1,0
1544,Reporting and A0lytics Manager,96465,111905,Dallas,TX,Digital Realty,Information Technology,4.2,0,0,0
1545,Quantitative A0lyst - Asset Allocation A0lyst,49772,96260,Dallas,TX,State Farm,Insurance,3.2,1,1,0
1546,Data Infrastructure Engineer (Sensia),77722,98231,Houston,TX,Rockwell Automation,Manufacturing,3.8,0,0,0
1547,Sr Data Engineer,83748,153672,Plano,TX,"InfoVision, Inc.",Information Technology,3,0,0,0
1548,CIB QR- Quantitative Research - Commodities Quantitative A0lyst - Executive Director,95092,152114,Houston,TX,J.P. Morgan,Fi0nce,3.9,0,1,1
1549,Merchant Data A0lyst,33547,79470,Austin,TX,GetUpside,Information Technology,5,1,0,0
1550,Business Intelligence A0lyst,0,0,Harlingen,TX,Su Clinica,Health Care,2.2,0,1,0
1551,Laboratory Outreach and Pre-A0lytical Manager- Outreach-Referral Lab,32398,53566,Galveston,TX,University of Texas Medical Branch,Health Care,3.6,1,0,0
1552,QA Scientist,60508,94014,Austin,TX,"Sig0ture Science, LLC",Business Services,3.1,1,1,0
1553,(Senior) Data Engineer,84456,108389,Dallas,TX,Boston Consulting Group,Business Services,4.3,1,1,0
1554,Azure Data Engineer,50561,96836,Irving,TX,"TekLeaders, Inc",Information Technology,5,0,0,0
1555,Senior Data Engineer,121172,132029,Lewisville,TX,Mr. Cooper,Fi0nce,3.2,1,1,0
1556,Simulation Research Scientist Associate,52680,100000,Austin,TX,Applied Research Laboratories,Education,3.8,0,0,0
1557,Data Engineer/Developer,76381,90510,Dallas,TX,"CGI Group, Inc.",Business Services,3.5,1,0,0
1558,Manufacturing Science and Technology Senior Scientist (Viral Vector),0,0,Houston,TX,US05 Lonza Houston Inc.,0,0,1,1,1
1559,Data A0lyst - Intelligent Automation,0,0,Fort Worth,TX,Prudent Technologies &amp;amp; Consulting,Information Technology,4.2,0,0,0
1560,Data Modeler,85937,100798,San Antonio,TX,Cyber Warrior Network,Information Technology,0,1,0,0
1561,Sr. Big Data Engineer (SOLR/Elastic),81872,107497,Addison,TX,Securonix,Information Technology,3.1,0,1,0
1562,Data Modeler / Data Architect,94697,110601,Dallas,TX,Kairos Technologies,Information Technology,4.1,0,0,0
1563,Telecom - Data Engineer 3,0,0,Plano,TX,APN Software Services Inc.,Information Technology,4.1,1,1,0
1564,BIG Data A0lysts/Engineer,0,0,Comanche Village I,TX,Kairos Technologies,Information Technology,4.1,0,1,0
1565,DSP Architecture/Performance Modeling Engineer,79531,110081,Austin,TX,Qualcomm,Information Technology,3.9,1,1,1
1566,Research Engineering/ Scientist Associate III,40129,66815,Austin,TX,University of Texas at Austin,Education,4.3,0,1,0
1567,Water Quality Scientist Senior,0,0,Austin,TX,"City of Austin, TX",0,0,1,1,0
1568,Federal - Data Engineer - Senior,82788,154088,Dallas,TX,Solekai Systems Corp,Information Technology,4.2,0,0,0
1569,Data Engineer Manager,102730,143172,Dallas,TX,Amazon,Information Technology,3.9,0,0,0
1570,"Solutions Architect, Sr. (Data Applications)",83822,138968,The Woodlands,TX,Entergy,"Oil, Gas, Energy & Utilities",3.7,1,0,0
1571,Data A0lyst II,42538,49367,Houston,TX,Virtus Partners,Fi0nce,2.8,1,0,0
1572,Market Data A0lyst H/F,0,0,Paris,TX,CFM INDOSUEZWEALTH,0,0,0,0,0
1573,Data Engineer/ Full Stack Developer,0,0,Plano,TX,Rose Inter0tio0l,Business Services,4.5,1,1,0
1574,"Scientist II, Molecular Biology",0,0,Austin,TX,Varite,Information Technology,3.9,1,1,0
1575,"** REMOTE WORK/ Multiple Locations - URGENT NEED CONTRACT Sr. Data Engineer ( DW ETL and Big data ,) **********",75956,137979,Austin,TX,EOK Technologies Inc,Information Technology,3.3,1,1,0
1576,(Big-)Data Engineer (m/w/d),0,0,Germany,TX,Mayato,Information Technology,2.9,0,0,0
1577,Applied Machine Learning Scientist,102594,139018,Austin,TX,CognitiveScale,Information Technology,2.9,1,1,0
1578,RESEARCH ENGINEER - RESEARCH SCIENTIST - SR. RESEARCH ENGINEER - BALLISTICS,97756,110105,San Antonio,TX,Southwest Research Institute Inc.,Business Services,3.9,0,1,1
1579,Data Engineer - Wallet Payments & Commerce,94041,119218,Austin,TX,Apple,Information Technology,4.1,0,0,0
1580,Senior Quantitative A0lyst,97805,190391,Dallas,TX,DTCC,Fi0nce,3.3,1,1,0
1581,Sr. Scientist/Engineer,86286,107656,San Antonio,TX,Tetra Tech,Business Services,3.9,1,1,0
1582,Data A0lyst -0517 Suv,44601,78354,Irving,TX,Vastika,Consumer Services,3.8,1,1,0
1583,"Senior Data A0lyst, Battle.net & Online Products",64734,119910,Austin,TX,Blizzard Entertainment,Media,3.8,0,0,0
1584,Data A0lyst - Remote Position,0,0,Houston,TX,Siliconteksystems,0,0,1,0,0
1585,Data A0lyst III,48748,54766,Houston,TX,Virtus Partners,Fi0nce,2.8,1,0,0
1586,Healthcare Data A0lyst - Remote,45173,80899,Austin,TX,Allscripts,Information Technology,3.4,1,0,0
1587,"Data A0lyst, Revenue Operations",58386,110083,Austin,TX,Kasasa,Fi0nce,4.2,0,1,0
1588,Big Data Engineer,0,0,Plano,TX,Blink Technology Partners,0,0,0,0,0
1589,Big Data Engineer,0,0,Dallas,TX,Pivosys Inc.,0,0,0,0,0
1590,Sr. Data Engineer,85232,107322,Dallas,TX,Anblicks,Information Technology,4.1,1,0,0
1591,"Software Engineer – Data/Backend, AMP Data Science & A0lytics",94041,119218,Austin,TX,Apple,Information Technology,4.1,0,0,0
1592,Business Strategy and Planning Director - Data Science Strategy,115506,197715,Plano,TX,USAA,Insurance,3.6,0,0,0
1593,Sr. Data Engineer,95254,168107,Austin,TX,BRIGHT HEALTH,Health Care,3.4,0,1,0
1594,Data Engineer - Army Futures Command,83535,88753,Austin,TX,SAIC,Information Technology,3.6,0,0,0
1595,CIB QR - Quantitative Research - Wholesale Credit Capital Modeling - Quantitative Modeler - Associat,76276,138406,Plano,TX,JPMorgan Chase,Fi0nce,3.9,0,1,0
1596,Data Science Specialist – Architect,97758,117748,Houston,TX,Wise Men Consultants,Information Technology,2.7,0,0,0
1597,Python Data Engineer/Developer (9-15 yrs),102230,127435,Houston,TX,Wise Men Consultants,Information Technology,2.7,0,0,0
1598,Senior Strategy Data A0lyst,74158,97028,Austin,TX,Central Health,Health Care,3.6,1,1,0
1599,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - INFORMATION EXPLOITATION,49986,89747,San Antonio,TX,Southwest Research Institute,Business Services,3.9,1,1,0
1600,CIB QR - Quantitative Research - Wholesale Credit Capital Modeling - Quantitative Developer - Associ,76276,138406,Plano,TX,JPMorgan Chase,Fi0nce,3.9,0,0,0
1601,Strategic Data A0lyst III - Strategic Planning Divsion,89206,96460,Austin,TX,TxDOT,Government,3.7,1,1,0
1602,Big Data Engineer with Cassandra and Spark,72676,102091,Dallas,TX,LiveMindz,0,0,0,0,0
1603,Data A0lyst (Grant Funded),39778,69892,Austin,TX,Central Health,Health Care,3.6,1,1,0
1604,Ma0gement A0lyst IV (Senior Data A0lyst),60514,75124,Dallas,TX,Houston Public Library,Media,3.6,1,1,1
1605,Sr Advanced Data Architect/Data Engineer,82387,106388,Austin,TX,Resideo,Information Technology,2.9,1,1,0
1606,Laboratory Scientist,38819,65706,Austin,TX,Texas Health &amp;amp; Human Services Commission,Government,2.7,1,1,0
1607,Business Intelligence A0lyst II Collections,44214,89290,Plano,TX,USAA,Insurance,3.6,0,0,0
1608,DPS - FIN - CAPPS Fi0ncial Senior Data A0lyst,63706,73858,Austin,TX,TEXAS DEPARTMENT OF PUBLIC SAFETY,Government,3.7,0,0,0
1609,Research Engineering/ Scientist Associate I,57771,84742,Austin,TX,University of Texas at Austin,Education,4.3,1,1,0
1610,Sr Data Modeler,109626,113231,Irving,TX,sydata,0,3.5,0,0,0
1611,Senior Scientist - Electro-Optical Infrared (EOIR),58629,121806,Austin,TX,BAE,Aerospace & Defense,3.6,1,1,0
1612,Merchant Success Data A0lyst,33547,79470,Austin,TX,GetUpside,Information Technology,5,1,0,0
1613,Data A0lyst III - Disease Control Clinicial Prevention,47130,80620,Houston,TX,HARRIS COUNTY,Health Care,3.3,0,1,0
1614,Adobe A0lytics Consultant,67364,104888,Dallas,TX,Slalom LLC.,Business Services,4.2,0,0,0
1615,Data Engineer - Relocate to Washington D.C.,83649,113534,Houston,TX,CIA,Government,3.7,1,0,0
1616,Clinical Research Scientist,34342,132536,Dallas,TX,CROWN LABORATORIES,Manufacturing,2.5,1,0,0
1617,"Associate, Strategy and Operations (Data A0lyst IV)",57001,72041,Austin,TX,TEXAS EDUCATION AGENCY,Government,2.6,1,1,0
1618,Sr. Data A0lyst/Systems A0lyst,0,0,Not Provided,Texas,DatamanUSA,Information Technology,3.4,0,0,0
1619,Associate Principal Scientist-AD,42824,85549,College Station,TX,FUJIFILM,Information Technology,3.1,1,1,1
1620,Scientist II- AD,64611,124641,College Station,TX,FUJIFILM,Information Technology,3.1,1,1,1
1621,"Senior Quantitative A0lyst, Risk Modeling",67038,84606,Dallas,TX,Mr. Cooper,Fi0nce,3.2,1,1,0
1622,Sr. Data & ML Engineer,105992,136952,Dallas,TX,Amazon,Information Technology,3.9,0,0,0
1623,Federal - Senior Machine Learning Engineer,63848,115396,San Antonio,TX,Accenture,Business Services,3.8,1,1,0
1624,"Data A0lyst - Vehicle Data in Austin, TX at Fast Switch",0,0,Austin,TX,Fast Switch,Information Technology,4.2,0,0,0
1625,Data Gover0nce Lead,45724,98256,The Woodlands,TX,Entergy,"Oil, Gas, Energy & Utilities",3.7,1,1,0
1626,Aircraft Data A0lyst,46677,75545,Houston,TX,ForeFlight,0,3.3,1,0,0
1627,0tural Resource Services - Wetland Scientist,51624,60190,Houston,TX,EDGE Engineering &amp;amp; Science,Business Services,4,1,1,0
1628,Community Integration Data A0lyst,0,0,Austin,TX,United Way for Greater Austin,0,0,1,0,0
1629,Research Scientist (Extremity Trauma),0,0,Fort Sam Houston,TX,United States Army Futures Command,0,0,1,0,0
1630,Big Data Engineer ( W2 Opening ),0,0,Irving,TX,"TSR Consulting Services, Inc",0,0,1,1,0
1631,Performance Modeling Engineer,0,0,Austin,TX,Arteris,Information Technology,1,0,0,0
1632,Staff Scientist/Biomedical Engineer,65807,74472,Austin,TX,Pattern Bioscience,Biotech & Pharmaceuticals,0,1,0,1
1633,"Engineering Manager, Data Infrastructure",118866,127185,Austin,TX,Duo Security,Information Technology,4.5,0,0,0
1634,Research Scientist - Pathology,55338,71386,Dallas,TX,UT Southwestern Medical Center,Health Care,3.7,0,0,0
1635,Ma0gement A0lyst IV (Senior Data A0lyst),37244,129543,Houston,TX,City of Houston,Government,3.2,1,1,1
1636,Project Scientist,53547,68473,Frisco,TX,Weston Solutions,"Oil, Gas, Energy & Utilities",3.5,1,0,0
1637,Scientist Technical Support,0,0,Irving,TX,Abbott,0,2.3,1,0,0
1638,Contract Data A0lyst,57070,87171,San Antonio,TX,"Amyx, Inc.",Information Technology,3.8,1,0,0
1639,Senior Business Intelligence A0lyst,0,0,Houston,TX,Excite Health Partners,Business Services,3.9,1,0,0
1640,Senior Strategy Data A0lyst,84556,99185,Austin,TX,CommUnityCare,Health Care,3,1,1,0
1641,Junior / Entry level Data A0lyst (Information Technology),0,0,Irving,TX,Nespon IT Services,0,0,0,1,0
1642,Senior Business Intelligence A0lyst,0,0,Westlake,TX,Charles Schwab,Fi0nce,3.6,1,0,0
1643,Lead Consultant - A0lytics Consulting,92573,114526,Dallas,TX,Infosys,Information Technology,3.1,1,0,0
1644,Marketing Data A0lyst,0,0,Houston,TX,Alliant Group,Fi0nce,1,0,0,0
1645,Manufacturing Science and Technology Senior Scientist (Viral Vector),63245,96482,Houston,TX,Lonza,Biotech & Pharmaceuticals,3.2,1,1,1
1646,Data A0lyst Lead - SAP,93761,103321,Houston,TX,Capgemini,Information Technology,3.8,1,0,0
1647,Environmental Scientist/Engineer Junior level,49651,58669,San Antonio,TX,Oneida ESC Group,0,3,1,1,0
1648,Data A0lyst (Grant Funded),38355,67641,Austin,TX,CommUnityCare,Health Care,3,1,1,0
1649,Big Data Engineer- AdvisorA0lytics,50251,92591,Irving,TX,CVS Health,Health Care,2.8,0,0,0
1650,Data Visualization and A0lytics Consultant,87171,117352,Houston,TX,Slalom LLC.,Business Services,4.2,1,0,0
1651,Environmental Scientist,44181,51241,Houston,TX,Raba-Kistner,"Construction, Repair & Mainte0nce",4.2,0,0,0
1652,Senior Big Data Engineer,67353,123122,Irving,TX,RMS Computer,Information Technology,3.6,1,1,0
1653,Scientist I - AD,41771,84228,College Station,TX,FUJIFILM,Information Technology,3.1,1,1,0
1654,Quantitative A0lyst I/II,0,0,Austin,TX,LCRA,Government,2.9,0,0,0
1655,Pre- Sales Consultant Data Science (m/w/d),0,0,Germany,TX,Cintellic,Business Services,4.6,0,1,0
1656,"DPS - LES - Forensic Scientist I-III, Toxicology (Alcohol/Volatiles) (Crime Lab)",28808,49740,Weslaco,TX,TEXAS DEPARTMENT OF PUBLIC SAFETY,Government,3.7,1,0,0
1657,Senior Developer - Data Engineer |,93358,109410,Irving,TX,Photon Infotech,Information Technology,3,1,1,1
1658,Developer - Data Engineer |,70318,101075,Irving,TX,Photon Infotech,Information Technology,3,1,1,1
1659,QA Automaion Data Science,80488,117748,Houston,TX,Sunmerge Systems Inc,Consumer Services,2.8,0,0,0
1660,Biomedical Laboratory Scientist,41008,72507,San Antonio,TX,"The McConnell Group, Inc",Biotech & Pharmaceuticals,3.5,0,0,1
1661,Academic Data A0lyst : Central Ma0gement Office,44214,63751,Dallas,TX,Uplift Education,Education,2.8,0,0,0
1662,"Scientist II, Molecular Biology",0,0,Austin,TX,LanceSoft Inc,Business Services,3.7,0,0,0
1663,Chief Data Engineer - Army Futures Command,0,0,Austin,TX,SAIC,Information Technology,3.6,0,0,0
1664,So0r Systems Software Engineering Scientist,82000,129996,Austin,TX,Applied Research Laboratories,Education,3.8,0,0,0
1665,Sr Data Engineer,98991,123495,Plano,TX,Sphinix Solutions,Information Technology,1,0,0,0
1666,Lead Data Engineer,93226,165946,Austin,TX,BRIGHT HEALTH,Health Care,3.4,0,1,0
1667,Marketing Data Consultant,57088,84374,Houston,TX,Reynolds and Reynolds,Information Technology,3.4,0,0,0
1668,Post-Doctoral Magnetic Reso0nce Research Scientist,84099,103257,Houston,TX,Siemens,Manufacturing,4,0,0,0
1669,Research Scientist II with Security Clearance,49011,104623,San Antonio,TX,Leidos,Aerospace & Defense,3.4,0,0,0
1670,Lead Data Engineer,106757,140944,Plano,TX,Capital One,Fi0nce,3.8,1,1,0
1671,Data Engineer - Orion,61795,74447,Dallas,TX,"ZeniMax Media, Inc.",Media,3.4,1,1,0
1672,Marketing A0lytics Manager,0,0,Dallas,TX,Bestow,Insurance,4.8,1,0,0
1673,Data A0lyst II - Retail,45333,52725,Houston,TX,ENGIE North America,"Oil, Gas, Energy & Utilities",3.9,1,0,0
1674,CIB QR- Quantitative Research - Wholesale Credit Capital Modeling - Quantitative Developer - Associa,74917,136203,Plano,TX,JPMorgan Chase,Fi0nce,3.9,0,1,1
1675,LEAD ENGINEER - PRINCIPAL ENGINEER - LEAD COMPUTER SCIENTIST- SPACE AVIONICS,74544,124660,San Antonio,TX,Southwest Research Institute,Business Services,3.9,1,1,0
1676,Data scientist,108486,145165,Chantilly,VA,ManTech,Business Services,4.1,0,0,0
1677,Data scientist,69285,113337,Chevy Chase,MD,GEICO,Insurance,3.3,1,0,0
1678,Data scientist,74791,102528,Washington,DC,Tecolote Research,Aerospace & Defense,4,1,1,1
1679,Data scientist,94721,115685,Arlington,VA,Systems &amp;amp; Technology Research,Aerospace & Defense,4.7,0,1,1
1680,Chief Data scientist,0,0,Alexandria,VA,ManTech,Business Services,4.1,0,0,0
1681,Data scientist,76575,116705,An0polis Junction,MD,Booz Allen Hamilton Inc.,Business Services,3.7,1,1,0
1682,Data scientist,98457,117062,An0polis Junction,MD,Novetta,Information Technology,4.1,1,0,0
1683,Data Engineer,107971,114861,Herndon,VA,ManTech,Business Services,4.1,0,0,0
1684,Streaming Data Engineer,93193,104508,Bethesda,MD,GetWellNetwork,Health Care,4.7,0,0,0
