,job_title,min_salary,max_salary,city,state,company_name,company_industry,company_rating,bachelors,masters,phd
1,Data scientist,71310,122975,Charlotte,NC,Polypore Inter0tio0l,Manufacturing,4.2,1,0,0
3,Data scientist,69795,111477,Norfolk,VA,Booz Allen Hamilton,Business Serivices,4.2,1,1,0
4,Senior Data scientist,75217,121211,Beachwood,OH,Penske,Transportation & Logistics,3.6,0,1,1
5,Data scientist,74839,112212,Newton,MA,Paytronix Systems,Information Technology,3.3,1,0,0
6,Data scientist,80867,133796,Trumbull,CT,HPOne,Insurance,3.5,0,1,0
7,Senior Data scientist,0,0,Phoenix,AZ,RunBuggy,0,0,0,1,1
8,Data scientist,0,0,Bellevue,WA,American Capital Group,Real Estate,4.3,1,0,0
9,Data scientist,64429,106582,O'Fallon,MO,CarShield,Consumer Services,4.1,0,0,0
10,Research Data scientist,74862,144706,Rockville,MD,Intelligent Automation,Consumer Services,3.9,1,1,1
11,Software Developer/Data scientist,72485,143705,Hillsboro,OR,Phoseon Technology,0,3.6,0,0,0
12,Senior Machine Learning Data scientist,105991,196974,Mountain View,CA,CaaStle,Information Technology,3.4,0,0,1
13,Senior Data scientist,0,0,Boston,MA,Cambridge Consultants Inc,0,0,0,0,0
14,Senior Data scientist - Call Center Optimization [Remote],0,0,Remote,Remote,HiRoad,Insurance,5,0,0,0
15,Data scientist,69200,126082,Fitchburg,WI,SHINE Medical Technologies,Biotech & Pharmaceuticals,3.7,0,1,1
16,Data scientist,62477,116544,Raleigh,NC,RELX,Business Services,3.3,0,1,0
17,Data scientist,63682,119268,Carlsbad,CA,Ezoic,Business Services,4.7,1,1,0
18,Data Architect,0,0,Remote,Remote,Soaren Ma0gement,Fi0nce,4.4,1,1,0
19,AI Infrastructure Software Engineer (H1B Welcome),94068,208884,San Jose,CA,Black Sesame Technologies Inc,0,3.1,1,1,0
20,Senior Data A0lyst,63678,115589,Bridgeton,MO,Store Supply Warehouse Llc,Retail,3.7,1,1,0
21,Data scientist,56277,98241,Janesville,WI,Blain's Farm & Fleet,Retail,3.2,1,1,1
22,Data scientist,71336,131770,Quantico,VA,Zenetex LLC,Business Services,3.6,0,0,0
23,Director of Decision Science,0,0,St. Louis,MI,"Anvil A0lytics and Insights, LLC",0,0,0,1,0
24,Manager of Data Science,0,0,Remote,Remote,Tealium,Information Technology,4,1,1,1
25,Counter WMD Data scientist,50759,115777,Lorton,VA,"Systems Planning and A0lysis, Inc.",Aerospace & Defense,3.9,1,1,0
26,Information Technology/Data scientist,0,0,Fresno,CA,Endodontic SuperSystems,0,0,1,1,0
27,Lead Software Developer (AI and Machine Learning),0,0,Remote,Remote,RSDC,Manufacturing,0,1,0,0
28,Senior Data Engineer,93911,148202,Cambridge,MA,MORSE Corp,Aerospace & Defense,4.7,1,1,1
29,Data scientist TS/SCI,0,0,Colorado Springs,CO,KBR,"Construction, Repair & Mainte0nce",3.8,1,0,0
30,Data scientist,71079,115805,Marlborough,MA,Akoya Biosciences,Biotech & Pharmaceuticals,4.2,1,1,0
31,Lead Data scientist,82278,145001,Quantico,VA,Zenetex LLC,Business Services,3.6,0,0,0
32,Senior Data scientist,97346,152463,Boston,MA,Fidelity Investments,Fi0nce,4.2,0,1,1
33,Machine Learning Software Engineer,65819,135148,Columbia,MD,In-Depth Engineering Corporation,0,4,1,1,0
34,AI/ML Research Engineer II,67791,110934,Cambridge,MA,Aurora Flight Sciences,Aerospace & Defense,4.2,0,1,1
35,Machine Learning Subject Matter SME,84744,169521,Arlington,VA,Global Systems Technologies,Aerospace & Defense,3.9,1,1,0
36,Data scientist,0,0,Decatur,GA,Utility Associates,Information Technology,3.5,0,1,1
37,Senior Data scientist,0,0,Remote,Remote,MetLife Legal Plans,0,0,0,0,0
38,Senior Data scientist,86452,164397,Yalesville,CT,Connecticut Hospital Association,Business Services,4.7,1,1,0
39,Data scientist,0,0,Chicago,IL,BlueChew,0,0,1,0,0
40,Sr Data scientist,0,0,Washington,DC,General Dy0mics,Information Technology,3.8,1,1,1
41,Senior Data scientist,0,0,Remote,Remote,Innovative Precision Health,0,3,1,1,0
42,Chief Data scientist,0,0,Remote,Remote,Espire Services,0,4.4,0,1,1
43,Data scientist,0,0,Remote,Remote,MetLife Legal Plans,0,0,0,0,0
44,Senior Data scientist,0,0,Newburgh,NY,Alliant Cooperative Data Solutions,0,0,0,1,0
45,Geospatial Data scientist,0,0,Washington,DC,EpochGeo,0,0,0,1,0
46,Data scientist,0,0,Remote,Remote,0cci,0,0,0,1,1
47,Bioinformatician Data scientist,67122,130112,Cambridge,MA,Novartis,0,0,0,1,1
48,Predictive Modeler,0,0,Remote,Remote,Lancer Insurance Company,Insurance,3.4,1,0,0
49,Data scientist,0,0,Remote,Remote,Geometric Results Inc,0,0,1,1,0
50,Senior Data scientist [WFH],0,0,Remote,Remote,Hyphen,0,0,1,1,0
51,Data scientist,0,0,Wilmington,DE,"Continental Fi0nce Company, LLC",Fi0nce,4,0,1,0
52,Data scientist,0,0,Seattle,WA,Opanga Networks,0,0,1,0,0
53,Data scientist,0,0,Suffern,NY,PAIIR Solutions,0,0,1,0,0
54,Data scientist,0,0,Torrance,CA,Clock Foundation,0,0,0,0,1
55,Data scientist,87493,169515,Boston,MA,0SDAQ,Fi0nce,4.1,0,1,0
56,"Data scientist, Platforms & News Partnerships",79200,148934,New York,NY,Dow Jones,Media,0,0,0,0
57,Data scientist,0,0,United States,United States,"Triunity Software, Inc.",Information Technology,5,0,0,0
58,Social Scientist Data scientist,0,0,Remote,Remote,Vinformatix,Information Technology,3.4,0,0,1
59,Data scientist,0,0,Huntsville,AL,"Davidson Technologies, Inc.",Manufacturing,4.2,1,1,1
60,Data scientist,80481,157756,Framingham,MA,TJX Companies,Retail,3.7,0,1,0
61,Data scientist - Innovation in A0lytical Chemistry,0,0,Plainsboro,NJ,Firmenich,Manufacturing,4.1,0,1,1
62,Senior Data scientist - Ads Optimization,0,0,Remote,Remote,Indeed,Information Technology,4.3,1,0,0
63,Data scientist- Development Program,0,0,Fort Meade,MD,0tio0l Security Agency,Government,0,1,1,0
64,Data scientist Modeler,73476,140564,Columbus,OH,Battelle,Business Services,3.8,1,0,0
65,Data scientist,58223,151765,New York,NY,Comcast,Telecommunications,3.8,1,1,1
66,Data scientist,0,0,New York,NY,Confidential,0,0,0,1,1
67,Data scientist,0,0,New York,NY,The Mom Project,Business Services,4.6,1,1,0
68,Data scientist,0,0,New York,NY,"Equity Risk Sciences, llc",0,0,1,1,0
69,Machine Learning Engineer,90454,190931,New York,NY,Capital One,Fi0nce,4.1,0,0,0
70,Data scientist,88888,166262,New York,NY,Macy�s,Retail,3.4,0,1,0
71,Customer Transformation Data scientist,80829,146313,New York,NY,PwC,Business Serivices,3.9,1,0,0
72,AI Data scientist,76181,153508,New York,NY,Viridios AI,0,0,1,1,1
73,"Data scientist, Distribution Strategy",75933,148999,New York,NY,Dow Jones,Media,0,1,1,1
74,Data scientist,68205,124350,Long Island City,NY,Bloomingdale�s,Retail,3.5,0,1,1
75,Staff Data scientist - Product A0lytics,105767,183169,New York,NY,Intuit,Information Technology,4.3,1,1,0
76,Senior Data scientist,82986,152400,New York,NY,Visiting Nurse Service of New York,Health Care,3.9,0,1,1
77,"Senior, Data scientist",89193,162796,New York,NY,Macy�s,Retail,3.4,0,1,1
78,Citizen Data scientist - Remote,69432,138019,New York,NY,Henkel,Manufacturing,4.3,1,0,0
79,"Software Engineer II, Machine Learning",88116,188325,New York,NY,Uber,Information Technology,4,1,1,0
80,"Sr. Data scientist, ML Model Evaluation - Apple Media Products",0,0,New York,NY,Apple,Information Technology,4.3,1,1,1
81,Head of Apple Card & Cash Data Science - New York City,0,0,New York,NY,Apple,Information Technology,4.3,1,0,0
82,Data scientist,69878,127923,New York,NY,Robert Half,Business Services,3.8,1,1,0
83,REMOTE Mid-level Data scientist,0,0,New York,NY,CyberCoders,Business Services,0,0,0,0
84,Director of Data Science,0,0,New York,NY,"Gravity Infosolutions, Inc.",0,0,0,1,1
85,Lead Data scientist,0,0,New York,NY,CyberCoders,Business Services,0,0,1,0
86,Senior Data A0lyst,0,0,New York,NY,Harnham,Business Services,3.9,1,0,0
87,"REMOTE Customer Success Data Admin - $100k + 10% (SQL, BI)",0,0,New York,NY,CyberCoders,Business Services,0,0,0,0
88,Data A0lyst / Data scientist,0,0,Queens Village,NY,Division of Information Technology - NYC Department of Health and Mental Hygiene,Government,3.5,0,0,0
89,"Associate Data scientist, Growth A0lytics",83750,158822,New York,NY,Spotify,Information Technology,4.2,0,0,0
90,Associate Data Science A0lyst,52118,107567,New York,NY,Scholastic,Media,3.5,0,1,0
91,Data scientist II - Algorithmic Justice Specialist,0,0,New York,NY,ACLU,Business Serivices,3.9,0,1,0
92,Data scientist,0,0,New York,NY,Flipped.ai,0,0,1,0,0
93,Entry Level - Associate Data scientist (Commercial),64212,159402,New York,NY,IBM,Information Technology,4,0,1,0
94,Data scientist,0,0,New York,NY,DojoMojo,0,0,1,1,0
101,Software Engineer (Machine Learning) - Risk,84973,183510,New York,NY,Uber,Information Technology,4,1,0,0
108,Associate Data scientist - JPMWM Sales Sciences,74315,145524,Jersey City,NJ,"JPMorgan Chase Bank, N.A.",Fi0nce,3.7,0,1,0
115,Machine Learning Engineer,83136,172315,Bronx,NY,Capital One,Fi0nce,4.1,0,0,0
117,"Anti-Fi0ncial Crimes, Data scientist, Sr. Assoc. (Fi0ncial Services)",0,0,New York,NY,PwC,Business Serivices,3.9,1,0,0
122,"Data scientist, Fraud, Talk",77908,172136,New York,NY,Spotify,Information Technology,4.2,0,0,0
123,Data scientist,0,0,New York,NY,NYC Careers,Government,3.7,0,1,1
124,"Data scientist, Engineering",110307,203623,New York,NY,Google,Information Technology,0,0,1,1
125,Data scientist - Delta One Strats,82836,172225,New York,NY,Morgan Stanley,Fi0nce,4,1,0,0
126,Data scientist,81375,162461,New York,NY,Northwell health,Health Care,4.1,1,1,0
127,2022 Associate Data scientist,73468,143803,New York,NY,T. Rowe Price,Fi0nce,3.9,0,0,0
129,Data scientist,83768,153976,New York,NY,MassMutual,Insurance,3.8,0,1,0
130,"Senior Data scientist, Perso0lization",100389,207550,New York,NY,Spotify,Information Technology,4.2,0,0,0
131,Statistical Programmer A0lyst,58793,110778,New York,NY,VNSNY,Health Care,3.9,0,1,0
144,Senior Data scientist - Underwriting Algorithms,151875,170407,San Francisco,CA,Faire,Business Services,4.3,0,1,1
145,Data scientist,78594,147225,San Francisco,CA,GovTech,Government,3.6,1,0,0
146,Data scientist,145000,225000,San Francisco,CA,Triplebyte,Information Technology,3.6,0,0,0
147,Data scientist,105765,142959,San Francisco,CA,Notion Labs,Information Technology,5,0,0,0
148,Data scientist,110377,143329,San Francisco,CA,Seen by Indeed,0,0,0,0,0
149,Staff Machine Learning Engineer,137705,224163,San Francisco,CA,Tapjoy,Information Technology,3.5,0,0,0
150,Senior Data scientist,163578,182543,San Francisco,CA,Autodesk,Information Technology,4,0,0,0
151,Data scientist,119642,135250,San Francisco,CA,Formation,Information Technology,3.1,0,1,1
152,Director of Data,84400,167186,San Francisco,CA,Strava,Information Technology,4.4,1,0,0
153,Data scientist,108809,173353,San Francisco,CA,Duetto,Information Technology,4.4,0,0,0
154,Data scientist,148171,160387,San Francisco,CA,Demandbase,Information Technology,4.5,0,0,0
155,Data scientist - Fi0ncials Team,175846,278436,San Francisco,CA,Balyasny Asset Ma0gement,Fi0nce,3.8,1,1,0
156,"Scientist , MSAT",87803,166104,Novato,CA,BioMarin Pharmaceutical,Biotech & Pharmaceuticals,3.6,1,1,1
157,"Associate Director, Data Science",105899,139956,South San Francisco,CA,Veracyte,Biotech & Pharmaceuticals,3.5,0,0,1
158,"Sr. Associate Scientist  Scientist I, Antibody Engineering",78913,160694,South San Francisco,CA,23andMe,Biotech & Pharmaceuticals,4.3,1,1,1
159,"Staff Machine Learning Scientist, AI Foundation",170155,196384,San Francisco,CA,"SmartNews, Inc.",Information Technology,4.6,0,0,0
160,Data scientist,116415,143186,Foster City,CA,Centraprise,Information Technology,4.2,0,0,0
161,Senior Machine Learning Engineer,175704,201738,San Francisco,CA,Grand Rounds,Health Care,4.2,0,0,0
162,Data scientist,0,0,San Francisco,CA,CyberCoders,Business Services,4.1,0,0,0
163,Director of Engineering - Data Infrastructure,0,0,San Francisco,CA,Collective Health,Information Technology,2.9,0,0,0
164,Data scientist,124204,139717,San Mateo,CA,Upstart,Fi0nce,4,0,1,1
165,Data A0lyst,0,0,San Francisco,CA,Kforce,Business Services,4.1,0,0,0
166,Data scientist - Health Data A0lytics,123766,139185,San Francisco,CA,Nu0,Information Technology,4.2,1,0,0
167,Senior Data Engineer,131965,161310,San Francisco,CA,Scoop,Information Technology,4.7,0,0,0
168,Staff Data scientist,117566,188203,Palo Alto,CA,Strivr,Information Technology,4.7,0,0,0
169,Sr. Scientist II,102929,164031,San Francisco,CA,Nektar Therapeutics,Biotech & Pharmaceuticals,3.5,0,1,1
170,Data scientist,0,0,San Francisco,CA,Akta0,Information Technology,4.8,0,1,1
171,Senior Business Intelligence A0lyst,0,0,San Francisco,CA,Pattern Energy Group,"Oil, Gas, Energy & Utilities",3.8,1,1,0
172,Data scientist,114160,146775,San Francisco,CA,Unlearn.AI,Biotech & Pharmaceuticals,5,0,0,0
173,Senior Data A0lyst/Scientist,0,0,San Francisco,CA,Demandbase,Information Technology,4.5,1,0,0
174,Data scientist,0,0,San Francisco,CA,Randstad,Business Services,3.7,0,0,0
175,Staff Machine Learning Engineer - Health ML,160408,259975,San Francisco,CA,Twitter,Information Technology,4,0,1,1
176,Data scientist,110377,145200,San Francisco,CA,Turn/River Capital,Fi0nce,5,1,0,0
177,Data scientist,86334,138021,San Francisco,CA,University of California San Francisco,0,4,0,1,0
178,Data A0lyst - Asset Ma0gement,111709,136321,San Francisco,CA,Maximus Real Estate Partners,Real Estate,4.3,0,0,0
179,Data Engineer,116784,118008,San Francisco,CA,Rocket Lawyer,Information Technology,3.5,1,1,0
180,Data scientist,112157,149698,San Francisco,CA,Descript,0,4.3,1,1,1
181,"Data scientist/Engineer (R code, AWS, Big Data)",96286,156031,San Francisco,CA,Medidata Solutions,Information Technology,4.3,0,1,1
182,Data scientist,117551,142421,San Francisco,CA,Divvy Homes,Real Estate,0,0,0,0
183,Applied Machine Learning engineer - Explore and Events Discovery,148321,151190,San Francisco,CA,Twitter,Information Technology,4,1,0,0
184,Data scientist,94891,154577,San Francisco,CA,Ready Responders,Health Care,4.6,0,0,0
185,Data scientist,104205,165781,San Francisco,CA,Amazon,Information Technology,3.9,0,0,0
186,Data scientist,119642,138312,San Francisco,CA,MasterClass,Information Technology,3.8,0,0,0
187,"Environmental Scientist, Engineer, Geologist, or Hydrogeologist - 4 to 8 Years Experience",81903,96664,Oakland,CA,Langan Engineering and Environmental Services,Business Services,4.1,1,1,0
188,Data scientist (Warehouse Automation),114825,153844,San Francisco,CA,SoftBank Robotics,Manufacturing,3.5,0,1,0
189,Staff Machine Learning Engineer - Recommendations Platform,141088,174404,San Francisco,CA,Twitter,Information Technology,4,1,1,1
190,Data scientist,84802,114965,San Francisco,CA,Lilt,Information Technology,3.9,0,1,1
191,Data scientist,119642,138312,San Francisco,CA,RiskIQ,Information Technology,4,0,0,0
192,Data scientist,0,0,Berkeley,CA,Cogitativo,0,5,0,1,0
193,Senior Software Engineer - Revenue Data Platform (Revenue Platform),161055,180140,San Francisco,CA,Twitter,Information Technology,4,0,0,0
194,Senior Data Engineer,151646,156286,San Francisco,CA,Upwork,Business Services,3.7,0,0,0
195,"Senior Scientist, Biomarker Science",120329,136825,South San Francisco,CA,Alector,Biotech & Pharmaceuticals,5,0,1,1
196,Technical Sales Executive/Scientist for Vaccine Services,80668,94385,San Francisco,CA,Q2 Solutions,Biotech & Pharmaceuticals,2.8,1,1,1
197,Data scientist,119642,138312,San Francisco,CA,Brightidea,Information Technology,4.3,1,1,0
198,Data scientist,105388,135245,Oakland,CA,Trace Data,Insurance,3.9,1,1,0
199,Data scientist,118964,187172,Brisbane,CA,Nomis Solutions,Information Technology,3.8,1,1,1
200,Data scientist,110377,143329,San Francisco,CA,Observable,0,0,0,0,0
201,Data scientist,89300,144413,San Francisco,CA,Eaze,Information Technology,3.6,0,0,0
202,Data scientist,0,0,Brisbane,CA,Nomis,0,4.5,1,1,1
203,"Head of Data Science, Insights & A0lytics",0,0,San Francisco,CA,Medium,Media,3.9,0,0,0
204,Data A0lyst,61655,115933,San Francisco,CA,Duetto,Information Technology,4.4,0,0,0
205,Data scientist,0,0,San Francisco,CA,Mindstrong,Information Technology,3.6,0,1,1
206,Data Science Manager- Health,171792,206772,San Francisco,CA,Twitter,Information Technology,4,0,0,1
207,Data scientist,109941,146400,Menlo Park,CA,Mackin,Business Services,3.1,0,0,0
208,Data scientist,71317,110221,San Francisco,CA,Appen,Business Services,3.5,0,1,1
209,Principal Machine Learning Scientist,97024,145756,San Francisco,CA,Sage Intacct,Information Technology,4.7,0,0,0
210,Data scientist,105544,167398,Berkeley,CA,Schlumberger,"Oil, Gas, Energy & Utilities",3.5,1,1,1
211,Research Scientist I,37479,80790,South San Francisco,CA,Adaptive Biotechnologies,Biotech & Pharmaceuticals,3.9,1,1,1
212,"Data scientist, Machine Learning - Game Matchmaking",105112,137701,San Mateo,CA,Roblox,Information Technology,4.4,0,0,0
213,Data scientist,0,0,Palo Alto,CA,Robert Half,Business Services,3.5,0,0,0
214,"Data scientist, Forecasting",108867,138423,San Francisco,CA,Geli,"Oil, Gas, Energy & Utilities",2.7,1,1,0
215,"Sr. Data scientist - A0lytics, Perso0lized Healthcare (PHC)",162444,186754,South San Francisco,CA,Genentech,Biotech & Pharmaceuticals,3.9,0,1,1
216,Growth Scientist,74317,145555,San Francisco,CA,Automattic,Information Technology,4.4,0,0,0
217,Data scientist,81531,130888,Fremont,CA,Sartorius,Biotech & Pharmaceuticals,3.4,1,1,0
218,Data scientist - Statistician,116415,145067,San Francisco,CA,Aclima,Information Technology,4.1,0,1,0
219,Senior Data A0lyst,96086,118639,San Francisco,CA,Vida (CA),Health Care,3.2,1,1,0
220,"Software Engineer (Data scientist, C,C++,Linux,Unix) - SISW - MG",90195,168427,Fremont,CA,Mentor Graphics,Information Technology,4.1,1,1,0
221,Data scientist,70581,107616,San Ramon,CA,TECHNOCRAFT Solutions,Business Services,3.6,1,0,0
222,Data scientist,0,0,San Francisco,CA,"Ma0gement Decisions, Inc.",Business Services,1.6,0,0,0
223,Machine Learning Engineer,0,0,South San Francisco,CA,Alpha Health,Information Technology,5,0,0,0
224,Marketing Data A0lyst,70175,126786,San Francisco,CA,ForgeRock,Information Technology,3.8,0,0,0
225,Expert Data scientist (Flexible,120706,188974,San Francisco,CA,PG&amp;amp;E Corporation,"Oil, Gas, Energy & Utilities",3.3,0,1,1
226,"Principal Data Engineer, Data Platform & Insights",137948,157613,San Francisco,CA,Autodesk,Information Technology,4,0,0,0
227,Research Data scientist,105765,142959,San Francisco,CA,TRM Labs,Information Technology,5,0,0,0
228,Data A0lyst - Fi0nce & Platform A0lytics,103560,121338,San Francisco,CA,Twitch,Information Technology,3.5,1,0,0
229,Data scientist,110377,145200,San Mateo,CA,0vio,0,0,0,0,0
230,Data scientist,111713,133008,Palo Alto,CA,Entefy,Information Technology,4.3,0,1,1
231,"Senior Scientist, Logic Gated CAR T Cell Therapy",113488,151883,South San Francisco,CA,Senti Biosciences,Biotech & Pharmaceuticals,5,0,0,1
232,Data scientist,0,0,Emeryville,CA,Canopy Health,0,0,0,1,1
233,Data A0lyst,54616,100599,San Francisco,CA,"VDart, Inc.",Information Technology,3.9,0,1,0
234,Data scientist,0,0,Burlingame,CA,Goodwater Capital,Fi0nce,2.9,0,0,0
235,Data A0lyst,87422,100274,San Francisco,CA,Doximity,Information Technology,4.5,1,1,0
236,Data scientist,0,0,San Mateo,CA,"The Judge Group, Inc.",Business Services,3.7,0,1,1
237,Data scientist,121720,193713,San Mateo,CA,Snowflake,Information Technology,4,1,1,0
238,Data Engineer - ETL,0,0,San Francisco,CA,Shipt,Consumer Services,3.9,1,0,0
239,Data scientist,110887,155985,Fremont,CA,Facebook,Information Technology,4.4,0,0,0
240,Operations Research Scientist Intern,0,0,Menlo Park,CA,Facebook,Information Technology,4.4,0,0,0
241,Business Intelligence - Data A0lyst,46343,91856,San Francisco,CA,Credible,Fi0nce,4.3,1,0,0
242,Data scientist,136562,163387,Menlo Park,CA,Quantifind,Information Technology,4.3,0,1,0
243,Data scientist,0,0,Palo Alto,CA,Landing AI,Information Technology,4.5,0,1,0
244,Data A0lyst,72951,110623,San Francisco,CA,Seen by Indeed,0,0,0,0,0
245,Business A0lytics Manager,0,0,San Francisco,CA,Fleetsmith,Information Technology,5,1,0,0
246,Data A0lyst,60261,111313,San Francisco,CA,The Climate Corporation,Information Technology,3.2,1,1,0
247,Senior Data scientist,0,0,San Francisco,CA,CyberCoders,Business Services,4.1,1,0,0
248,"Data scientist, Relevancy Ranking Algorithms - 6 Month Contract Position",107496,172644,San Francisco,CA,Getty Images,"Arts, Entertainment & Recreation",2.9,0,1,1
249,Machine Learning Engineer,150000,250000,San Francisco,CA,Triplebyte,Information Technology,3.6,0,0,0
250,Senior Data A0lyst,116569,160387,San Francisco,CA,Demandbase,Information Technology,4.5,1,0,0
251,Senior Data Engineer (Python / SQL / Informatica),104992,188419,San Francisco,CA,Castlight Health,Information Technology,3.8,1,1,0
252,Data A0lyst,0,0,San Francisco,CA,Hinge Health,Health Care,4.3,1,1,0
253,Data scientist / Engineer,79835,129728,San Francisco,CA,TCG,Information Technology,4.9,0,0,0
254,Intern - Data Science & A0lytics,0,0,Brisbane,CA,BioMarin,Biotech & Pharmaceuticals,3.6,0,0,0
255,Machine Learning Engineer,122998,151838,San Francisco,CA,price.com,0,0,0,0,0
256,Data scientist - Capacity Engineering,121232,147173,San Francisco,CA,Twitter,Information Technology,4,1,0,0
257,Senior Data scientist - Experimentation and Causal Inference,168311,173459,San Francisco,CA,Twitter,Information Technology,4,0,0,0
258,"Vice President, Biometrics and Clinical Data Ma0gement",171476,241903,South San Francisco,CA,Alector,Biotech & Pharmaceuticals,5,0,0,1
259,Data Engineer,100959,124595,San Francisco,CA,Seen by Indeed,0,0,0,0,0
260,Data scientist - Deep Learning,129173,141871,San Francisco,CA,The Climate Corporation,Information Technology,3.2,1,1,1
261,Data Jour0list,63147,84252,San Mateo,CA,Sony PlayStation,Media,3.4,0,0,0
262,Lead Data scientist,0,0,San Francisco,CA,Jobot,Business Services,5,0,0,0
263,Digital Marketing & ECommerce Data A0lyst,0,0,San Rafael,CA,Vionic Group,Retail,3.6,1,0,0
264,Data scientist - Merch Sce0rios,156592,192752,San Francisco,CA,Stitch Fix,Retail,3.3,0,1,1
265,Bioinformatics Data scientist,0,0,San Francisco,CA,Job Juncture,Business Services,4.7,1,0,0
266,Data A0lyst,63127,113436,Oakland,CA,TargetX,Information Technology,3.7,0,0,0
267,Lead Data scientist,149534,187436,San Francisco,CA,Philo,0,4.7,0,0,0
268,Senior Data scientist (Flexible,134842,210433,San Francisco,CA,PG&amp;amp;E Corporation,"Oil, Gas, Energy & Utilities",3.3,0,1,1
269,Expert Data scientist (Flexible,0,0,San Francisco,CA,PG&amp;amp;E,Manufacturing,0,0,1,1
270,"Data A0lyst, Content",61453,91080,San Francisco,CA,The Athletic Media Company,Media,4.4,1,0,0
271,"Scientist / Sr. Scientist, Biology",161389,190729,San Francisco,CA,Clover Health,Health Care,3.6,0,0,0
272,Data scientist - Fraud,156592,192752,San Francisco,CA,Stitch Fix,Retail,3.3,0,0,0
273,Data scientist,80568,131337,Fremont,CA,Sunvalleytek Inter0tio0l Inc.,Transportation & Logistics,3.7,1,1,1
274,Data scientist: Deep Learning & NLP,100293,158142,Redwood City,CA,Allstate,Insurance,3.4,0,0,0
275,Data scientist,85793,138412,San Ramon,CA,Tech Mahindra (Americas) Inc.,Information Technology,3.7,0,0,0
276,Data scientist / Product A0lyst,130122,154279,San Francisco,CA,ClassDojo,Information Technology,4.3,1,0,0
277,Senior Data scientist,137951,215669,San Francisco,CA,Chime,Fi0nce,4.7,0,0,0
278,Scientist - Synthetic Biology,0,0,South San Francisco,CA,Arse0l Biosciences,Biotech & Pharmaceuticals,5,0,0,1
279,Data A0lyst,63184,114053,Berkeley,CA,The Voleon Group,Fi0nce,4.8,1,0,0
280,Machine Learning Engineer,0,0,San Francisco,CA,Spoke (CA),Information Technology,5,0,0,0
281,"Marketing Data scientist, Ecosystem",137857,181221,San Francisco,CA,Atlassian,Information Technology,4.3,0,0,0
282,Research Scientist,122642,189198,San Francisco,CA,Scale AI,Information Technology,3.2,0,0,1
283,Senior Machine Learning Engineer,165162,191911,San Francisco,CA,Chime,Fi0nce,4.7,0,0,0
284,Motif Capital - Data scientist,106354,169902,San Mateo,CA,Motif Investing,Fi0nce,2.8,1,1,0
285,Data scientist - 64922BR,84224,134675,San Francisco,CA,Aet0,Insurance,3.3,0,0,0
286,Data scientist - ML Engineering,150999,241901,San Francisco,CA,Stitch Fix,Retail,3.3,0,0,0
287,Data scientist/Machine Learning Engineer,0,0,San Francisco,CA,Randstad,Business Services,3.7,0,0,0
288,"Data Science Engineering, Machine Learning",99020,121175,San Francisco,CA,MuleSoft,Information Technology,4.3,0,1,1
289,Data scientist - Stylist Algorithms,156592,192752,San Francisco,CA,Stitch Fix,Retail,3.3,0,0,0
290,Data A0lyst – University Graduate,85036,111102,San Francisco,CA,PayPal,Information Technology,3.8,1,1,0
291,Data scientist (Contract),116415,145067,Oakland,CA,"Psi0pse Technology, Ltd.",Business Services,4.6,0,1,1
292,Senior Data scientist,0,0,San Francisco,CA,Landing,Real Estate,5,0,0,0
293,"Data scientist, Charging Data and Modeling",97283,153957,Palo Alto,CA,Tesla Motors,Manufacturing,3.4,1,1,1
294,Scientist / Experienced Manager - Bioengineering- Next Gen Sequencing,114312,131140,South San Francisco,CA,PACT Pharma,Biotech & Pharmaceuticals,3.5,0,0,0
295,"Scientist, A0lytics - Process and Technical Development, Manufacturing",0,0,South San Francisco,CA,Arse0l Biosciences,Biotech & Pharmaceuticals,5,1,1,1
296,Staff Scientist/Sr. Staff Scientist,94815,191132,Brisbane,CA,CareDx,Biotech & Pharmaceuticals,2.5,0,0,1
297,Senior Data Engineer,125822,140691,Palo Alto,CA,Lumi0r Technologies,Information Technology,3.9,0,1,0
298,Product Scientist (Data),91694,147577,San Francisco,CA,Automattic,Information Technology,4.4,0,0,0
299,Machine Learning Engineer,0,0,San Francisco,CA,CyberCoders,Business Services,4.1,0,1,1
300,Data scientist II,0,0,San Francisco,CA,"EDI Specialists, Inc.",Business Services,4.6,1,1,1
301,Machine Learning Engineer,122998,151838,San Francisco,CA,Seen by Indeed,0,0,0,0,0
302,Data scientist: Spatial Temporal Data Modeler,119856,127909,San Francisco,CA,Aclima,Information Technology,4.1,0,1,1
303,Sr. Machine Learning Engineer,128752,214787,San Mateo,CA,SurveyMonkey,Information Technology,4.5,0,0,0
304,Data scientist - Market A0lysis and Strategy,139145,162444,South San Francisco,CA,Genentech,Biotech & Pharmaceuticals,3.9,1,1,1
305,"Associate Scientist / Scientist, A0lytical Chemistry",106610,130479,South San Francisco,CA,Genentech,Biotech & Pharmaceuticals,3.9,0,1,1
306,Senior Data Engineer,129617,147726,San Francisco,CA,Figure Eight,Information Technology,3.9,0,0,0
307,Computatio0l Toxicologist/Data scientist - Safety Assessment,103753,140532,South San Francisco,CA,Genentech,Biotech & Pharmaceuticals,3.9,0,1,1
308,Data A0lyst,0,0,San Francisco,CA,IntelliPro Group Inc.,0,4.1,0,0,0
309,Senior Data A0lyst,106259,132890,San Francisco,CA,GSN Games,Media,4.5,1,1,0
